Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun,class_plus
3300055390_1155,3300055390_1155__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__,-,-,-,-,-,GCA_902384685.1,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__SM1-50 sp902384685,83.99,0.65,taxonomic classification defined by topology and ANI,-,"GCA_014894395.1, s__SM1-50 sp014894395...",75.15,0.97008,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SM1-50,s__,3300055390_1155__dereplicated_genomes,p__Euryarchaeota,148,188,125,41,142,5,0,0,0,77.02,3.2,11,0.024616465993455277,0,1532024,31701,10894,8704.681818181818,176,176,1654,31701,0.38508730933719054,10894,0.8691371675639546,8704.681818181818,1.532024,0.4576761926134858,0.9439272181747915,0.01338283586196602,0.028783184667947017,0.005566621496394958,0.012539547370826538,0.4684321790043072,0.0666872175,0.06798126558333334,0.18439117,d__Archaea;p__Thermoplasmatota;c__E2;
3300060607_956,3300060607_956__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JACADW01;s__,-,-,-,-,-,GCA_017860075.1,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JACADW01;s__JACADW01 sp017860075,81.84,0.492,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,75.75,0.96483,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JACADW01,s__,3300060607_956__dereplicated_genomes,k__Bacteria,2258,188,117,43,141,4,0,0,0,78.62,2.35,11,0.014616074256450205,10,3488607,22242,6299,6035.652249134948,578,578,3177,22242,0.6075233109470656,6299,0.8958134292570071,6035.634948096886,3.488607,0.199492530135445,0.769317681457568,0.08043786384823297,0.10560553904001138,0.1454892135521976,0.18532554583434696,0.24561796621620602,0.0450555785,0.045093661944444446,0.08302309,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300060607_702,3300060607_702__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__MVRE01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,-,"GCA_002067895.1, s__MVRE01 sp002067895...",91.85,0.93686,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoregulaceae,g__MVRE01,s__,3300060607_702__dereplicated_genomes,p__Euryarchaeota,90,233,152,15,215,3,0,0,0,95.21,1.32,11,0.02221145211788613,0,1530029,59515,30426,17791.03488372093,86,86,1628,59515,0.5679925021029013,30426,0.8957666815465589,17791.03488372093,1.530029,0.8642937702024128,0.9734677201227177,0.007637960783203579,0.019430803954865097,0.005919464400861342,0.013195472726920074,0.4650366827026834,0.0210997185,0.020724298958333325,0.04668455,d__Archaea;p__Halobacteriota;c__Methanomicrobia;
3300067053_734,3300067053_734__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,66.63,0.84318,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__,s__,3300067053_734__dereplicated_genomes,k__Bacteria,901,171,117,50,114,7,0,0,0,87.78,5.41,11,0.0176718995913881,0,6362929,65114,21513,15258.822541966427,417,417,5699,65114,0.7076146849980567,21513,0.9209785304849386,15258.822541966427,6.362929,0.8036740659492413,0.9605180220828018,0.00121932304003561,0.009601841618471552,0.00025901449616906684,0.002217164087207212,-0.6189572748648392,0.056699585999999996,0.06693403511111112,0.12079171,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300055390_900,3300055390_900__dereplicated_genomes,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JADJOR01;s__,-,-,-,-,-,GCA_016713665.1,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JADJOR01;s__JADJOR01 sp016713665,84.04,0.825,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,79.94,0.95429,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Myxococcota_A,c__UBA9160,o__UBA9160,f__UBA4427,g__JADJOR01,s__,3300055390_900__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,44,193,10,0,0,0,81.51,3.89,11,0.018127275901780367,0,4445682,36652,8665,7522.3045685279185,591,591,4335,36652,0.7013067961226197,8665,0.9136764617892148,7522.3045685279185,4.445682,0.9248727834384926,0.9791981895430706,0.0024430758905945385,0.010026858448830733,0.0006189653146263739,0.002597227006471451,-0.5800317712592156,0.0118915785,0.01830440382222222,0.055186242,d__Bacteria;p__Myxococcota_A;c__UBA9160;
3300060478_1104,3300060478_1104__dereplicated_genomes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__DRHE01;g__MIBK01;s__,-,-,-,-,-,GCA_001829505.1,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__DRHE01;g__MIBK01;s__MIBK01 sp001829505,80.33,0.36,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,73.23,0.90612,-,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__SZUA-6,f__DRHE01,g__MIBK01,s__,3300060478_1104__dereplicated_genomes,c__Spirochaetia,72,215,125,39,169,7,0,0,0,87.2,3.28,11,0.02899007479124547,0,3772198,36482,9865,8345.570796460177,452,452,3856,36482,0.636349152403983,9865,0.9415319662435535,8345.570796460177,3.772198,0.5834355088186545,0.9605180220828018,0.0005231625175234867,0.009601841618471552,0.00010302702879901654,0.002217164087207212,0.6564614287314949,0.025246940500000002,0.029016318288888884,0.09292593,d__Bacteria;p__Spirochaetota;c__Spirochaetia;
3300060478_875,3300060478_875__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,80.18,0.87444,-,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__,s__,3300060478_875__dereplicated_genomes,k__Bacteria,2921,143,87,7,131,3,1,1,0,95.2,5.28,11,0.01784399758027539,0,16214747,116393,18461,13501.038301415487,1201,1201,11711,116393,0.6487013334219769,18461,0.8644258217534939,13501.038301415487,16.214747,0.6381139299983534,0.9605180220828018,0.02036079289808836,0.03805423301476776,0.005396597893060551,0.012285871799095297,-0.4715864951351155,0.015287341999999999,0.016295733461111114,0.049204327,d__Bacteria;p__Planctomycetota;c__Planctomycetia;
3300055390_445,3300055390_445__dereplicated_genomes,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__WJJG01;g__VGIY01;s__,-,-,-,-,-,GCA_016867695.1,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__WJJG01;g__VGIY01;s__VGIY01 sp016867695,78.19,0.366,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,85.3,0.89273,-,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__CAIMUX01,f__WJJG01,g__VGIY01,s__,3300055390_445__dereplicated_genomes,k__Bacteria,2993,147,91,16,129,2,0,0,0,93.61,2.2,11,0.013477223105813766,0,3424485,127249,34625,22093.451612903227,155,155,2763,127249,0.6667265296825654,34625,0.9166867426780961,22093.451612903227,3.424485,0.7180255795296089,0.9605180220828018,0.007040536601630432,0.018833435409361405,0.0021495984763042213,0.006033808918247706,0.518604528697881,0.0118684555,0.014567960033333334,0.05056116,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;
3300060478_139,3300060478_139__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Fen-727;f__Anoxymicrobiaceae;g__JAGUWJ01;s__,-,-,-,-,-,GCA_020062425.1,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Fen-727;f__Anoxymicrobiaceae;g__JAGUWJ01;s__JAGUWJ01 sp020062425,77.48,0.23,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,87.15,0.86834,-,d__Bacteria,p__Actinomycetota,c__Geothermincolia,o__Fen-727,f__Anoxymicrobiaceae,g__JAGUWJ01,s__,3300060478_139__dereplicated_genomes,k__Bacteria,901,171,117,9,160,2,0,0,0,92.74,0.85,11,0.01839859739054618,0,2245730,62598,16158,11882.169312169312,189,189,2157,62598,0.5959732470065413,16158,0.9043108476976306,11882.169312169312,2.24573,0.720050011751008,0.9605180220828018,0.010259208570636882,0.02425934402338445,0.011735817356201933,0.022524349006522094,0.4257378081080905,0.015910663999999998,0.016636809444444442,0.039649885,d__Bacteria;p__Actinomycetota;c__Geothermincolia;
3300060478_1044,3300060478_1044__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Geothermincolia;o__Geothermincolales;f__RBG-13-55-18;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,82.6,0.89229,-,d__Bacteria,p__Actinomycetota,c__Geothermincolia,o__Geothermincolales,f__RBG-13-55-18,g__,s__,3300060478_1044__dereplicated_genomes,k__Bacteria,901,171,117,24,146,1,0,0,0,85.08,0.85,11,0.01567695144353614,0,3025655,55520,16444,12200.22177419355,248,248,2860,55520,0.6121286134737768,16444,0.8810988033995945,12200.22177419355,3.025655,0.6349993891022001,0.9605180220828018,0.12927727072291412,0.15674411294449644,0.8432053695003622,0.8675286013128727,0.0327490621621608,0.017032881,0.018439208708333328,0.03996925,d__Bacteria;p__Actinomycetota;c__Geothermincolia;
3300067053_980,3300067053_980__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__,-,-,-,-,-,GCA_001766905.1,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__RBG-13-68-16;s__RBG-13-68-16 sp001766905,87.23,0.734,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_022865555.1, s__RBG-13-68-16 sp022...",80.58,0.97489,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__RBG-13-68-16,s__,3300067053_980__dereplicated_genomes,k__Bacteria,2258,188,117,19,156,7,6,0,0,88.46,3.7,11,0.03256256027773255,0,3923605,111862,26721,16555.29535864979,237,237,3573,111862,0.6670964584865194,26721,0.911345051298487,16555.29535864979,3.923605,0.9167973017437566,0.9791981895430706,0.0003854453607316356,0.009601841618471552,0.00014634139107020492,0.002217164087207212,0.6418816183783518,0.03778364,0.04243947644444443,0.09743588,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;
3300055390_1097,3300055390_1097__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_022865725.1, s__Methyloceanibacter...",78.41,0.92133,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__Methyloceanibacter,s__,3300055390_1097__dereplicated_genomes,o__Rhizobiales,356,413,248,92,318,3,0,0,0,76.73,1.21,11,0.01462619762894538,0,2255125,59991,12647,9515.29535864979,237,237,2372,59991,0.6355022448866471,12647,0.8925935369436284,9515.29535864979,2.255125,0.4118047737534726,0.929582727653642,0.21555600169705272,0.24471609741734365,0.11158436427955411,0.145047158192102,0.2685423097297186,0.05580833,0.05655948061111113,0.089571685,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;
3300055390_463,3300055390_463__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA3940;g__JAFGMS01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.66,0.91841,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Aggregatilineales,f__UBA3940,g__JAFGMS01,s__,3300055390_463__dereplicated_genomes,k__Bacteria,924,163,110,29,132,2,0,0,0,89.92,1.82,11,0.019052212483064785,0,5998588,77851,18569,14385.103117505994,417,417,5533,77851,0.5726222571045052,18569,0.8623942834547064,14385.103117505994,5.998588,0.6071980906583567,0.9605180220828018,0.14517017812871855,0.17259121177525427,0.09122813164311622,0.12180393226810572,0.28510036214436024,0.0166290045,0.014995702330555555,0.030334061,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300067053_1134,3300067053_1134__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__,-,-,-,-,-,GCA_020027875.1,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__JAEZGP01;s__JAEZGP01 sp020027875,78.42,0.254,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_023437285.1, s__JAEZGP01 sp0234372...",85.9,0.94798,-,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae,g__JAEZGP01,s__,3300067053_1134__dereplicated_genomes,o__Actinomycetales,455,315,190,19,289,4,3,0,0,93.64,2.5,11,0.017575561544892978,0,7645627,79325,24674,17455.769406392694,438,438,7076,79325,0.6774764188731677,24674,0.864411643413941,17455.769406392694,7.645627,0.30445859116789764,0.8796927370759939,0.1427448230865906,0.17099776239045347,0.05733633609747227,0.08207341755758571,0.3209408091891759,0.013079501,0.017798681797222222,0.052283905,d__Bacteria;p__Actinomycetota;c__Actinomycetia;
3300055390_737,3300055390_737__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__,-,-,-,-,-,GCA_011391215.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2250;s__UBA2250 sp011391215,89.01,0.654,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_903950295.1, s__UBA2250 sp90395029...",77.54,0.98362,Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__UBA2250,s__,3300055390_737__dereplicated_genomes,f__Rhodocyclaceae,30,540,241,58,444,37,1,0,0,88.14,6.68,11,0.033815312891495516,0,2952302,63607,11016,8683.241176470588,340,340,3104,63607,0.6109422410037998,11016,0.9316485915058825,8683.241176470588,2.952302,0.1140211063200478,0.6581725099896913,0.0019952878227987242,0.009884104782573393,0.0004352768235782326,0.0023571214367986704,-0.5960329313513266,0.020817642,0.033375944486111114,0.13431446,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300060607_358,3300060607_358__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__,-,-,-,-,-,GCA_023258975.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01;s__PFJX01 sp023258975,85.68,0.587,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002784045.1, s__PFJX01 sp002784045...",93.51,0.97985,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__PFJX01,s__,3300060607_358__dereplicated_genomes,c__Betaproteobacteria,235,419,211,12,392,15,0,0,0,97.76,2.62,11,0.021168570717392234,13,4143435,118988,30153,20512.054455445545,202,202,4036,118988,0.6437138191572087,30153,0.9082355581781782,20511.9900990099,4.143435,0.7910804810310019,0.9605180220828018,0.004398787138372192,0.014049857427039538,0.0010180255679347477,0.0035423979111875773,-0.5567340567567337,0.0394570535,0.04096909943055555,0.18709108,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300060478_1019,3300060478_1019__dereplicated_genomes,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__WVZY01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,86.61,0.84695,-,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__WVZY01,f__WVZY01,g__,s__,3300060478_1019__dereplicated_genomes,k__Bacteria,2993,147,91,7,138,2,0,0,0,95.24,2.2,11,0.014621073585616758,0,3223025,95356,18536,12639.313725490196,255,255,2681,95356,0.6317912520070431,18536,0.9144666889025062,12639.313725490196,3.223025,0.6134548197186536,0.9605180220828018,0.03495815152457823,0.055828689748207025,0.01999329151120149,0.03316716576276836,0.39298874594592964,0.010823821,0.015167236722222227,0.062097754,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;
3300055390_1067,3300055390_1067__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__KS41;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002256705.1, s__KS41 sp002256705, ...",87.31,0.9573,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__KS41,s__,3300055390_1067__dereplicated_genomes,c__Gammaproteobacteria,112,580,289,26,538,15,1,0,0,96.71,2.71,11,0.026597305169840525,0,4693925,78970,24432,16412.325174825175,286,286,4599,78970,0.45878385359800167,24432,0.8572652950356046,16412.325174825175,4.693925,0.5763635426828029,0.9605180220828018,0.0009926174993406375,0.009601841618471552,0.00022260136095824857,0.002217164087207212,-0.6255070872972713,0.08946253500000001,0.10190662075277777,0.28102335,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300067053_1128,3300067053_1128__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__LJUQ01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,79.05,0.91061,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__SM23-62,g__LJUQ01,s__,3300067053_1128__dereplicated_genomes,p__Bacteroidetes,350,316,210,51,255,10,0,0,0,85.45,3.65,11,0.03813493445456732,0,3730991,39958,10763,8841.210900473934,422,422,3219,39958,0.39269271890497726,10763,0.9160659996231564,8841.210900473934,3.730991,0.20478211598102233,0.769317681457568,0.33442409519938515,0.3596319415711981,0.1564983006336309,0.19642601956361885,0.23906815378377386,0.012726733,0.01167234099722222,0.029772095,d__Bacteria;p__Bacteroidota;c__Bacteroidia;
3300055390_525,3300055390_525__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__,-,-,-,-,-,-,-,-,-,ANI,-,"GCA_003942085.1, s__SM1-50 sp003942085...",80.63,0.95494,-,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SM1-50,s__,3300055390_525__dereplicated_genomes,p__Euryarchaeota,148,188,125,32,156,0,0,0,0,77.94,0.0,11,0.028651563450175346,0,1576504,36141,18407,12817.105691056911,123,123,1567,36141,0.4388000284173082,18407,0.8950018521995504,12817.105691056911,1.576504,0.6176136556002676,0.9605180220828018,0.0936363760594515,0.12071195467905195,0.0913529492010793,0.12180393226810572,0.2849902068068163,0.024074370999999997,0.025726829013888886,0.05537521,d__Archaea;p__Thermoplasmatota;c__E2;
3300055390_212,3300055390_212__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,78.13,0.83798,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__,s__,3300055390_212__dereplicated_genomes,k__Bacteria,2258,188,117,23,157,7,1,0,0,88.54,7.26,11,0.03689936037062704,0,5832904,65860,13855,10472.0,557,557,5204,65860,0.7190157767040226,13855,0.9321293475771245,10472.0,5.832904,0.35947504532755076,0.8860243491291557,0.017654107788544007,0.034371058657458986,0.004786551527066782,0.011278314472629088,-0.4781363075675477,0.07572485500000001,0.07530804358333333,0.13157839,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;
3300067053_1332,3300067053_1332__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAFNAG01;s__,-,-,-,-,-,GCA_020072565.1,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAFNAG01;s__JAFNAG01 sp020072565,78.95,0.263,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,77.64,0.90056,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JAFNAG01,s__,3300067053_1332__dereplicated_genomes,k__Bacteria,2258,188,117,24,152,12,0,0,0,92.03,8.29,11,0.014214122205629325,0,6041773,94316,19000,12508.84679089027,483,483,5110,94316,0.585855675147014,19000,0.862415883549415,12508.84679089027,6.041773,0.8079123550229174,0.9605180220828018,0.005709795032940355,0.016401290430191087,0.001804262716127803,0.005325685810363446,0.5273956700677864,0.0274542915,0.03818627171666667,0.19067387,d__Bacteria;p__Acidobacteriota;c__UBA6911;
