Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun
3300060478_766,3300060478_766__dereplicated_genomes,d__Bacteria;p__SZUA-182;c__SZUA-182;o__DTGQ01;f__DTGQ01;g__DTGQ01;s__,-,-,-,-,-,GCA_023512255.1,d__Bacteria;p__SZUA-182;c__SZUA-182;o__DTGQ01;f__DTGQ01;g__DTGQ01;s__DTGQ01 sp023512255,76.41,0.168,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,79.68,0.89111,-,d__Bacteria,p__SZUA-182,c__SZUA-182,o__DTGQ01,f__DTGQ01,g__DTGQ01,s__,3300060478_766__dereplicated_genomes,k__Bacteria,2258,188,117,21,161,6,0,0,0,85.25,4.7,11,0.01963167997243131,0,4930722,64288,17610,13398.701086956522,368,368,4080,64288,0.46922377696410383,17610,0.7812782793270437,13398.701086956522,4.930722,0.05048253193681632,0.41217432516496655,0.24949489755255128,0.2795387857395077,0.23609498908426352,0.2799131726539191,0.19978213559613112,0.00816664,0.014126706697222222,0.11592636
3300067053_190,3300067053_190__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CTSoil-045;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,86.95,0.90465,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA4823,g__CTSoil-045,s__,3300067053_190__dereplicated_genomes,k__Bacteria,924,163,110,15,142,6,0,0,0,88.18,4.24,11,0.03082687143909147,0,4313699,172759,27521,17186.051792828686,251,251,3986,172759,0.5388403316967642,27521,0.9281635088586385,17186.051792828686,4.313699,0.20967139620686048,0.769317681457568,0.09495479389674796,0.12204399936278718,0.27660843371319355,0.32258422242301593,0.1833947481081005,0.011440724999999999,0.015008791663888889,0.03836587
3300055390_796,3300055390_796__dereplicated_genomes,d__Bacteria;p__JAGLYR01;c__JAGLYR01;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,87.25,0.5087,-,d__Bacteria,p__JAGLYR01,c__JAGLYR01,o__,f__,g__,s__,3300055390_796__dereplicated_genomes,k__Bacteria,2993,147,91,6,139,2,0,0,0,95.54,0.2,11,0.012993113656770213,0,2229526,77854,12897,9865.159292035398,226,226,2014,77854,0.6357490336510989,12897,0.9355997642548237,9865.159292035398,2.229526,0.9996704265018634,0.9999058958679385,0.04001446245629341,0.06138419330212753,0.017763449858755574,0.03078039084836998,0.40044147152621196,0.01182967825,0.016689504805555554,0.16008572
3300060478_699,3300060478_699__dereplicated_genomes,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,-,-,-,-,-,GCA_005887925.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__JABFXX01 sp005887925,83.71,0.511,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_013812655.1, s__JABFXX01 sp0138126...",75.91,0.9491,Genome has more than 10.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__JABFXX01,s__,3300060478_699__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,56,179,11,1,0,0,77.96,2.6,11,0.041766590453809725,0,13586954,44130,9224,7759.539691604798,1751,1751,12239,44130,0.7016243670214826,9224,0.8832572775325507,7759.539691604798,13.586954,0.9824059162418498,0.9987404564168925,0.0007323740192627215,0.009601841618471552,0.00015147458124627533,0.002217164087207212,-0.6418816183783518,0.005511098149999999,0.008575770511111113,0.08423121
3300060607_469,3300060607_469__dereplicated_genomes,d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__Profunditerraquicolaceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,73.84,0.83641,-,d__Bacteria,p__Omnitrophota,c__Koll11,o__GIF10,f__Profunditerraquicolaceae,g__,s__,3300060607_469__dereplicated_genomes,k__Bacteria,2921,152,93,16,134,2,0,0,0,85.6,2.15,11,0.025697749033316036,0,1455628,63838,17907,13996.423076923076,104,104,1449,63838,0.4467879155938193,17907,0.9489375032631964,13996.423076923076,1.455628,0.4998256832742196,0.9528154520223513,0.030945565622200764,0.05194000818157618,0.011465808123017474,0.022524349006522094,0.42712250725251494,0.0025992615999999996,0.00623114840277778,0.033257436
3300067053_1616,3300067053_1616__dereplicated_genomes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGPJ01;s__,-,-,-,-,-,GCA_016936275.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__JAFGPJ01;s__JAFGPJ01 sp016936275,79.9,0.524,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_003533825.1, s__JAFGPJ01 sp0035338...",83.26,0.96279,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__SG8-4,g__JAFGPJ01,s__,3300067053_1616__dereplicated_genomes,k__Bacteria,2921,143,88,3,139,1,0,0,0,96.59,1.14,11,0.02287341185222133,0,4841853,97823,26222,18987.65882352941,255,255,4092,97823,0.5003381969671529,26222,0.8816760855812847,18987.65882352941,4.841853,0.9368313265293814,0.9791981895430706,0.006050696030378763,0.01703748619080336,0.0015976999256808665,0.0049195364618087115,0.5334260262931797,0.008855047500000001,0.01950903445,0.11085161
3300067053_669,3300067053_669__dereplicated_genomes,d__Bacteria;p__CSSED10-310;c__;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,-,classification based on placement in backbone tree,-,84.99,0.3188,-,d__Bacteria,p__CSSED10-310,c__,o__,f__,g__,s__,3300067053_669__dereplicated_genomes,k__Bacteria,2258,188,117,11,165,12,0,0,0,92.99,6.17,11,0.02768345157788733,0,4172932,73169,20503,13817.655629139073,302,302,3533,73169,0.6582268774089777,20503,0.9243625345440568,13817.655629139073,4.172932,0.6045123766444456,0.9605180220828018,0.0076275921428345566,0.019430803954865097,0.0732806445939302,0.10052601245577605,0.302383010873439,0.0070557287,0.007222937455555556,0.023103392
3300067053_295,3300067053_295__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,-,-,-,-,-,GCA_001797845.1,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp001797845,85.04,0.767,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002479215.1, s__UBA4810 sp00247921...",70.72,0.95348,Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA4810,s__,3300067053_295__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,44,185,18,0,0,0,77.31,7.06,11,0.02441836209813142,0,1953722,31281,8820,7372.535849056604,265,265,2041,31281,0.4332428052711696,8820,0.9045299177672156,7372.535849056604,1.953722,0.7804339752393532,0.9605180220828018,0.015249887039787765,0.0313795752549479,0.009393342950106682,0.019144527536407902,0.43883743297295474,0.021570133999999998,0.02128849736944444,0.057831272
3300055390_536,3300055390_536__dereplicated_genomes,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JACPNS01;g__JACPNS01;s__,-,-,-,-,-,GCA_016213645.1,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JACPNS01;g__JACPNS01;s__JACPNS01 sp016213645,80.38,0.584,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016219715.1, s__JACPNS01 sp0162197...",90.92,0.93831,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Actinomycetota,c__Thermoleophilia,o__Solirubrobacterales,f__JACPNS01,g__JACPNS01,s__,3300055390_536__dereplicated_genomes,p__Actinobacteria,732,199,116,7,187,5,0,0,0,95.26,2.18,11,0.016797843108685026,0,1965605,70065,26953,19461.435643564357,101,101,1924,70065,0.6624906835300073,26953,0.9187527504254416,19461.435643564357,1.965605,0.18126914091513435,0.7681504189275,0.9111086784230225,0.9153861839555248,0.8803432358238964,0.9014040787861906,-0.026199249729728646,0.0153429715,0.016152104875000003,0.04464911
3300060478_1010,3300060478_1010__dereplicated_genomes,d__Bacteria;p__Edwardsbacteria;c__AC1;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,83.85,0.4053,backbone tree has incongruent class classification,d__Bacteria,p__Edwardsbacteria,c__AC1,o__,f__,g__,s__,3300060478_1010__dereplicated_genomes,k__Bacteria,2993,147,91,25,122,0,0,0,0,91.69,0.0,11,0.016857846873013328,0,2946797,251573,131681,89296.87878787878,33,33,2532,251573,0.59186703393549,131681,0.8953378872043103,89296.87878787878,2.946797,0.04406621261791501,0.3875181073263463,0.027267495557244788,0.046869430114460923,0.007272564500768885,0.015483489042310321,0.45351017858034504,0.0,0.005772167338888889,0.10376959
3300060607_842,3300060607_842__dereplicated_genomes,d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__JAMWDD01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,61.45,0.81906,-,d__Bacteria,p__Omnitrophota,c__Koll11,o__GIF10,f__JAMWDD01,g__,s__,3300060607_842__dereplicated_genomes,k__Bacteria,2921,152,93,32,119,1,0,0,0,79.97,0.27,11,0.013359831369256427,0,1170112,32356,9618,9000.861538461539,130,130,1174,32356,0.4137296258819669,9618,0.9328508723951211,9000.861538461539,1.170112,0.6950829232879294,0.9605180220828018,0.0034342210705038756,0.012147492712195528,0.006624184261226554,0.014391028261714562,0.45876836157919243,0.0055136781499999996,0.006410934819444445,0.020508695
3300060607_236,3300060607_236__dereplicated_genomes,d__Bacteria;p__KSB1;c__UBA2214;o__UBA2214;f__DYKH01;g__DYKH01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,94.76,0.86458,-,d__Bacteria,p__KSB1,c__UBA2214,o__UBA2214,f__DYKH01,g__DYKH01,s__,3300060607_236__dereplicated_genomes,k__Bacteria,2993,147,91,4,142,1,0,0,0,96.64,1.1,11,0.06185099965042452,0,5155845,472718,139856,71608.95833333333,72,72,4287,472718,0.48114208243265655,139856,0.8701349633280286,71608.95833333333,5.155845,0.39162517627109084,0.9117772084567567,0.3678794411714439,0.3897336653994505,0.2196080801905479,0.2647669248494493,0.20701966780270623,0.0,0.0031272766666666663,0.11258196
3300060607_877,3300060607_877__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__UBA6911;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.2,0.93938,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__UBA6911,s__,3300060607_877__dereplicated_genomes,k__Bacteria,2258,188,117,34,146,7,1,0,0,79.67,7.69,11,0.023765596111018458,0,4011866,51398,11971,9761.231143552312,411,411,3702,51398,0.5287684085161369,11971,0.8857377090859964,9761.231143552312,4.011866,0.04263590921813766,0.3875181073263463,0.40753532732243225,0.4285629486339091,0.24672367155469943,0.2909028413923178,0.19530428839849365,0.00365634025,0.005199926219444444,0.06777545
3300060478_1064,3300060478_1064__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__,-,-,-,-,-,GCA_016934745.1,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__UBA2199;s__UBA2199 sp016934745,79.89,0.505,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_018262835.1, s__UBA2199 sp01826283...",85.76,0.92348,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__UBA2199,f__UBA2199,g__UBA2199,s__,3300060478_1064__dereplicated_genomes,k__Bacteria,2258,188,117,19,166,3,0,0,0,88.19,2.56,11,0.037418068636642016,0,3084481,57912,16066,12487.777327935222,247,247,2889,57912,0.5081794959994891,16066,0.9169195725310028,12487.777327935222,3.084481,0.4818080666762363,0.9528154520223513,0.007922421148979597,0.019599978333891717,0.00282330655241396,0.0073251985130144415,0.5046604111520858,0.016361705,0.019413784663888888,0.059719115
3300055390_1066,3300055390_1066__dereplicated_genomes,d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DTFT01;g__;s__,-,-,-,-,-,GCA_016933415.1,d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DTFT01;g__JAFGAX01;s__JAFGAX01 sp016933415,76.88,0.208,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,91.16,0.82219,-,d__Bacteria,p__QNDG01,c__QNDG01,o__QNDG01,f__DTFT01,g__,s__,3300055390_1066__dereplicated_genomes,k__Bacteria,2993,147,91,1,142,4,0,0,0,98.9,3.85,11,0.021246915522192916,0,4717178,132549,35259,23352.366336633662,202,202,3717,132549,0.5606044546124823,35259,0.8873822442146555,23352.366336633662,4.717178,0.8046992187765728,0.9605180220828018,0.002990588095781397,0.011147240118444196,0.0009801130515831701,0.0034930881839052587,0.5570926616613936,0.005645131899999999,0.012115174705555554,0.10423465
3300060607_286,3300060607_286__dereplicated_genomes,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__,-,-,-,-,-,GCA_017885175.1,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__SSS58A;s__SSS58A sp017885175,80.2,0.575,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_002403295.1, s__SSS58A sp002403295...",88.58,0.91941,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__Krumholzibacteriales,f__Krumholzibacteriaceae,g__SSS58A,s__,3300060607_286__dereplicated_genomes,k__Bacteria,2993,147,91,4,141,2,0,0,0,96.7,2.2,11,0.01827220994603359,0,2556751,89102,26791,16181.968354430379,158,158,2280,89102,0.6156590923402396,26791,0.9296724632160113,16181.968354430379,2.556751,0.8393653752577753,0.9680145882656858,0.009057288191326947,0.022025678101635988,0.014361426679788014,0.02638064643325867,0.4135707001008418,0.024929652,0.0249516211,0.07188846
3300067053_1505,3300067053_1505__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__JAFGFO01;s__,-,-,-,-,-,GCA_016931085.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Fen-1058;f__Fen-1058;g__JAFGFO01;s__JAFGFO01 sp016931085,87.41,0.621,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,78.91,0.96576,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Fen-1058,f__Fen-1058,g__JAFGFO01,s__,3300067053_1505__dereplicated_genomes,k__Bacteria,924,163,110,17,134,12,0,0,0,85.45,8.03,11,0.02435500283796904,0,7012919,73017,14207,10739.539050535988,653,653,5626,73017,0.599328182743876,14207,0.9206962179372099,10739.539050535988,7.012919,0.6144099213687035,0.9605180220828018,0.005158255372597896,0.01565768297497801,0.004853409067620504,0.011351142518806425,0.4759345358303338,0.0122385855,0.012002684491666664,0.027742367
3300055390_1154,3300055390_1154__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__JAFDGP01;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,65.14,0.88676,-,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__C00003060,f__C00003060,g__JAFDGP01,s__,3300055390_1154__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,69,176,2,0,0,0,76.12,1.29,11,0.016123426524153384,0,2733593,53903,10493,9051.632450331126,302,302,2764,53903,0.5433497232397069,10493,0.8666315724396426,9051.632450331126,2.733593,0.10424759957214864,0.6196940641233281,0.0064389476394265035,0.017779803804351894,0.002056290803144393,0.005828426912223843,0.5208441710607332,0.08149906600000001,0.08153926904999996,0.27608413
3300067053_1220,3300067053_1220__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__FEN-336;s__,-,-,-,-,-,GCA_003155335.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__FEN-336;s__FEN-336 sp003155335,78.88,0.379,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,79.86,0.91209,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__FEN-336,s__,3300067053_1220__dereplicated_genomes,k__Bacteria,2258,188,117,32,148,7,1,0,0,86.57,6.84,11,0.02410289390863885,0,4689582,57505,11389,8815.003759398496,532,532,4106,57505,0.6866328384917888,11389,0.9159392031102133,8815.003759398496,4.689582,0.7669117589987068,0.9605180220828018,6.0252471422935314e-05,0.009601841618471552,1.1411427608148339e-05,0.002217164087207212,-0.7434037110810503,0.017236009,0.018772850599999995,0.037378322
3300055390_196,3300055390_196__dereplicated_genomes,d__Bacteria;p__Armatimonadota;c__CAIYQO01;o__WVXJ01;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,79.09,0.73485,-,d__Bacteria,p__Armatimonadota,c__CAIYQO01,o__WVXJ01,f__,g__,s__,3300055390_196__dereplicated_genomes,k__Bacteria,924,161,108,17,132,12,0,0,0,85.19,7.66,11,0.06405237066208917,0,3678877,43823,9874,7962.93722943723,462,462,3401,43823,0.6478447091327054,9874,0.9066734223514404,7962.93722943723,3.678877,0.9475569568812083,0.9795999457612491,0.05008940005897014,0.07218270446208491,0.019702290242828473,0.033090843694584475,0.393918818973233,0.0045792674500000005,0.0058391718388888895,0.03746604
3300055390_286,3300055390_286__dereplicated_genomes,d__Bacteria;p__JAGLYR01;c__JAGLYR01;o__JAGLYR01;f__JAGLYR01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,78.05,0.81545,-,d__Bacteria,p__JAGLYR01,c__JAGLYR01,o__JAGLYR01,f__JAGLYR01,g__,s__,3300055390_286__dereplicated_genomes,k__Bacteria,2993,147,91,13,130,4,0,0,0,88.46,3.85,11,0.01868886414334267,0,2607199,38889,8233,7303.078431372549,357,357,2346,38889,0.6809556922965988,8233,0.9095807416311528,7303.078431372549,2.607199,0.7462357792337263,0.9605180220828018,0.009320603459856863,0.022411338656285043,0.0027791640269581312,0.0073251985130144415,0.505475300123251,0.0103394575,0.012053930530555555,0.049571022
3300055390_229,3300055390_229__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,69.41,0.82906,-,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Fen-336,f__Fen-336,g__,s__,3300055390_229__dereplicated_genomes,k__Bacteria,5449,104,58,48,54,2,0,0,0,81.54,3.45,11,0.01421095240184618,0,6222540,128425,27807,18630.359281437126,334,334,5408,128425,0.7159712914661859,27807,0.9353722113477776,18630.359281437126,6.22254,0.8490360177730896,0.9716241059007549,0.000544024368803734,0.009601841618471552,0.00011061412407084332,0.002217164087207212,-0.654981243243216,0.037447338999999996,0.04444692975,0.09596278
3300055390_316,3300055390_316__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Fen-1064;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,66.87,0.91215,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__Fen-1064,g__,s__,3300055390_316__dereplicated_genomes,k__Bacteria,924,151,101,24,126,0,1,0,0,80.86,1.98,11,0.016917812840772352,0,1730642,24367,9546,8525.330049261083,203,203,1822,24367,0.464671491851001,9546,0.8739982041346506,8525.330049261083,1.730642,0.7508105323352522,0.9605180220828018,0.0077862793116516005,0.01948846517770108,0.002607671728237578,0.007063819618263819,0.5087576072669086,0.01047339875,0.012317193875,0.043953795
